# CSRF debug log
# Created: 2025-10-17 00:00:00
# Entries appended here by add_staff.php when CSRF mismatches occur.

2025-10-17 13:34:11 CSRF_MISMATCH | ip=127.0.0.1 | posted=3ab087f501b21056c6ef
2025-10-17 13:34:18 CSRF_MISMATCH | ip=127.0.0.1 | posted=3ab087f501b21056c6ef
2025-10-17 13:36:38 CSRF_MISMATCH | ip=127.0.0.1 | posted=109df0680aad49c9cede
2025-10-17 13:43:08 CSRF_MISMATCH | ip=127.0.0.1 | posted=c4323468ceeeefb8b1e5
2025-10-17 13:52:06 CSRF_MISMATCH | ip=127.0.0.1 | posted=e1226d757a0c412eb101 | session=
2025-10-17 13:53:35 CSRF_MISMATCH | ip=127.0.0.1 | posted=e1226d757a0c412eb101 | session=
2025-10-22 15:45:31 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 15:47:38 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 15:48:07 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 15:48:19 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 15:48:34 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 15:48:46 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 15:49:00 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 15:52:42 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-23 00:08:34 TOKEN_INIT | ip=::1 | session=df2d748dbe4ee959747a | have_cookie=0 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache","Set-Cookie: csrf_add_staff=df2d748dbe4ee959747a3f7a8cd549
2025-10-23 00:12:02 TOKEN_INIT | ip=::1 | session=df2d748dbe4ee959747a | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-23 00:17:25 TOKEN_INIT | ip=::1 | session=df2d748dbe4ee959747a | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-23 00:24:59 TOKEN_INIT | ip=::1 | session=df2d748dbe4ee959747a | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-23 00:27:25 TOKEN_INIT | ip=::1 | session=df2d748dbe4ee959747a | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-23 00:28:28 TOKEN_INIT | ip=::1 | session=df2d748dbe4ee959747a | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
